2006-10-08	2.293
2006-10-09	2.296
2006-10-10	2.2971
2006-10-11	2.2932
2006-10-12	2.2904
2006-10-13	2.2919
2006-10-16	2.3144
2006-10-17	2.379
2006-10-18	2.4628
2006-10-19	2.4922
2006-10-20	2.4901
2006-10-23	2.4775
2006-10-24	2.4782
2006-10-25	2.4322
2006-10-26	2.3887
2006-10-27	2.3696
2006-10-30	2.3931
2006-10-31	2.4514
2006-11-01	2.4803
2006-11-02	2.488
2006-11-03	2.4527
2006-11-06	2.5751
2006-11-07	2.6931
2006-11-08	2.8443
2006-11-09	2.9405
2006-11-10	3.1975
2006-11-13	3.2409
2006-11-14	3.6395
2006-11-15	3.6929
2006-11-16	3.5343
2006-11-17	3.8258
2006-11-20	3.9409
2006-11-21	4.0016
2006-11-22	3.7091
2006-11-23	3.7165
2006-11-24	3.8861
2006-11-27	3.1747
2006-11-28	3.0728
2006-11-29	2.5137
2006-11-30	2.427
2006-12-01	2.3851
2006-12-04	2.3543
2006-12-05	2.3165
2006-12-06	2.2959
2006-12-07	2.2643
2006-12-08	2.2463
2006-12-11	2.2424
2006-12-12	2.2101
2006-12-13	2.2283
2006-12-14	2.0627
2006-12-15	2.0486
2006-12-18	2.0248
2006-12-19	2.0222
2006-12-20	1.9789
2006-12-21	1.9016
2006-12-22	2.052
2006-12-25	2.2896
2006-12-26	2.2841
2006-12-27	2.2785
2006-12-28	2.0753
2006-12-29	1.9641
2006-12-30	1.9182
2006-12-31	1.6321
2007-01-04	1.5238
2007-01-05	1.5057
2007-01-08	1.4524
2007-01-09	1.4405
2007-01-10	1.4262
2007-01-11	1.4122
2007-01-12	1.4047
2007-01-15	1.38
2007-01-16	1.3733
2007-01-17	1.4986
2007-01-18	1.5048
2007-01-19	1.5485
2007-01-22	1.7726
2007-01-23	1.9648
2007-01-24	2.0061
2007-01-25	2.0159
2007-01-26	2.0703
2007-01-29	2.103
2007-01-30	2.1022
2007-01-31	2.0919
2007-02-01	2.0817
2007-02-02	1.9916
2007-02-05	2.0718
2007-02-06	2.1745
2007-02-07	2.5376
2007-02-08	3.5244
2007-02-09	4.1485
2007-02-12	4.4692
2007-02-13	3.4622
2007-02-14	3.9964
2007-02-15	3.4817
2007-02-16	2.1513
2007-02-17	1.5133
2007-02-25	2.9102
2007-02-26	2.6662
2007-02-27	2.5313
2007-02-28	1.9919
2007-03-01	1.7584
2007-03-02	1.6838
2007-03-05	1.6676
2007-03-06	1.6145
2007-03-07	1.5498
2007-03-08	1.5316
2007-03-09	1.4956
2007-03-12	1.477
2007-03-13	1.4605
2007-03-14	1.4419
2007-03-15	1.4426
2007-03-16	1.5164
2007-03-19	1.6647
2007-03-20	1.7033
2007-03-21	1.7584
2007-03-22	1.8069
2007-03-23	1.865
2007-03-26	1.9487
2007-03-27	1.9582
2007-03-28	1.9658
2007-03-29	1.9729
2007-03-30	1.9704
2007-04-02	1.9442
2007-04-03	1.9476
2007-04-04	1.9553
2007-04-05	1.9923
2007-04-06	2.1854
2007-04-09	2.2959
2007-04-10	2.3751
2007-04-11	2.3681
2007-04-12	2.3879
2007-04-13	2.4901
2007-04-16	2.9612
2007-04-17	2.9549
2007-04-18	3.3773
2007-04-19	4.0704
2007-04-20	4.2113
2007-04-23	4.4717
2007-04-24	4.7138
2007-04-25	4.7253
2007-04-26	4.3519
2007-04-27	3.672
2007-04-28	2.2483
2007-04-29	2.0869
2007-04-30	1.8459
2007-05-08	1.7977
2007-05-09	1.7957
2007-05-10	1.872
2007-05-11	3.0215
2007-05-14	3.1985
2007-05-15	3.055
2007-05-16	2.9977
2007-05-17	2.8732
2007-05-18	2.5784
2007-05-21	2.5142
2007-05-22	2.479
2007-05-23	2.4026
2007-05-24	2.374
2007-05-25	2.3541
2007-05-28	2.3385
2007-05-29	2.3078
2007-05-30	2.3211
2007-05-31	2.4683
2007-06-01	2.8158
2007-06-04	2.8437
2007-06-05	2.8228
2007-06-06	2.7825
2007-06-07	2.4934
2007-06-08	2.3407
2007-06-11	2.2923
2007-06-12	2.2733
2007-06-13	2.2666
2007-06-14	3.2694
2007-06-15	4.2764
2007-06-18	4.3086
2007-06-19	4.0318
2007-06-20	3.0003
2007-06-21	2.3143
2007-06-22	2.2034
2007-06-25	2.0187
2007-06-26	1.9597
2007-06-27	1.8487
2007-06-28	1.7813
2007-06-29	2.8411
2007-07-02	3.5784
2007-07-03	3.9778
2007-07-04	2.4292
2007-07-05	2.4034
2007-07-06	2.3688
2007-07-09	2.7629
2007-07-10	3.7785
2007-07-11	3.9055
2007-07-12	3.2488
2007-07-13	3.1911
2007-07-16	2.8813
2007-07-17	2.8011
2007-07-18	2.2269
2007-07-19	2.1786
2007-07-20	2.1186
2007-07-23	2.1548
2007-07-24	2.1526
2007-07-25	2.1492
2007-07-26	2.1224
2007-07-27	2.1271
2007-07-30	2.1021
2007-07-31	2.6896
2007-08-01	2.715
2007-08-02	2.1912
2007-08-03	2.0342
2007-08-06	2.0067
2007-08-07	2.0513
2007-08-08	2.147
2007-08-09	2.16
2007-08-10	2.2593
2007-08-13	2.1831
2007-08-14	2.1284
2007-08-15	2.0857
2007-08-16	1.9783
2007-08-17	1.974
2007-08-20	1.9747
2007-08-21	1.9643
2007-08-22	2.1983
2007-08-23	2.3812
2007-08-24	2.4498
2007-08-27	2.3673
2007-08-28	2.4415
2007-08-29	2.443
2007-08-30	2.6883
2007-08-31	2.4961
2007-09-03	2.4963
2007-09-04	2.2348
2007-09-05	2.3683
2007-09-06	2.4385
2007-09-07	2.8066
2007-09-10	3.61
2007-09-11	3.8512
2007-09-12	3.891
2007-09-13	4.0208
2007-09-14	5.7509
2007-09-17	5.9463
2007-09-18	5.9535
2007-09-19	6.4762
2007-09-20	6.7893
2007-09-21	6.9608
2007-09-24	6.9561
2007-09-25	7.0296
2007-09-26	4.8686
2007-09-27	3.3056
2007-09-28	2.038
2007-09-29	1.9525
2007-09-30	1.9878
2007-10-08	2.0299
2007-10-09	2.0418
2007-10-10	2.0736
2007-10-11	2.1003
2007-10-12	2.2317
2007-10-15	2.3043
2007-10-16	2.3111
2007-10-17	2.3622
2007-10-18	2.3765
2007-10-19	2.4901
2007-10-22	3.1127
2007-10-23	5.6935
2007-10-24	7.9953
2007-10-25	8.747
2007-10-26	10.0824
2007-10-29	2.9373
2007-10-30	2.8277
2007-10-31	2.9119
2007-11-01	2.9994
2007-11-02	3.0685
2007-11-05	3.0522
2007-11-06	3.0424
2007-11-07	3.0081
2007-11-08	2.6551
2007-11-09	2.8027
2007-11-12	2.4014
2007-11-13	2.2729
2007-11-14	2.1487
2007-11-15	2.1499
2007-11-16	2.0724
2007-11-19	3.0408
2007-11-20	3.9973
2007-11-21	4.277
2007-11-22	2.2612
2007-11-23	2.763
2007-11-26	2.7718
2007-11-27	2.7198
2007-11-28	2.114
2007-11-29	2.929
2007-11-30	3.0539
2007-12-03	4.1335
2007-12-04	4.2877
2007-12-05	4.1806
2007-12-06	4.0401
2007-12-07	2.6161
2007-12-10	2.4939
2007-12-11	4.1013
2007-12-12	4.3563
2007-12-13	4.8123
2007-12-14	3.4585
2007-12-17	3.2059
2007-12-18	2.9164
2007-12-19	2.4268
2007-12-20	2.3875
2007-12-21	2.1818
2007-12-24	2.0822
2007-12-25	2.0216
2007-12-26	2.3803
2007-12-27	2.3181
2007-12-28	2.4898
2007-12-29	2.6005
2008-01-02	2.8624
2008-01-03	2.937
2008-01-04	2.8432
2008-01-07	2.7214
2008-01-08	2.3719
2008-01-09	2.3985
2008-01-10	2.4238
2008-01-11	2.0358
2008-01-14	2.007
2008-01-15	2.2437
2008-01-16	2.5686
2008-01-17	2.735
2008-01-18	2.6494
2008-01-21	2.7233
2008-01-22	4.4169
2008-01-23	4.8248
2008-01-24	5.193
2008-01-25	3.5719
2008-01-28	3.0046
2008-01-29	2.9959
2008-01-30	3.2497
2008-01-31	3.2285
2008-02-01	3.1306
2008-02-02	2.9576
2008-02-03	2.9082
2008-02-04	2.8894
2008-02-05	2.5757
2008-02-13	2.5974
2008-02-14	2.5956
2008-02-15	2.604
2008-02-18	2.5594
2008-02-19	2.5772
2008-02-20	2.6436
2008-02-21	3.8456
2008-02-22	3.7484
2008-02-25	4.4083
2008-02-26	4.2134
2008-02-27	2.8717
2008-02-28	2.8214
2008-02-29	2.8255
2008-03-03	2.8168
2008-03-04	2.6216
2008-03-05	2.5884
2008-03-06	2.5764
2008-03-07	2.3757
2008-03-10	2.3203
2008-03-11	2.5213
2008-03-12	2.6727
2008-03-13	2.5808
2008-03-14	2.5485
2008-03-17	2.5233
2008-03-18	2.4829
2008-03-19	2.4586
2008-03-20	2.4349
2008-03-21	2.4193
2008-03-24	2.3971
2008-03-25	2.3832
2008-03-26	2.4676
2008-03-27	2.3846
2008-03-28	2.3876
2008-03-31	2.8836
2008-04-01	3.1008
2008-04-02	3.1539
2008-04-03	2.7796
2008-04-07	3.2093
2008-04-08	3.4941
2008-04-09	3.9241
2008-04-10	3.455
2008-04-11	2.8371
2008-04-14	3.0032
2008-04-15	3.216
2008-04-16	3.3166
2008-04-17	3.3252
2008-04-18	2.8635
2008-04-21	2.8147
2008-04-22	2.7908
2008-04-23	2.6984
2008-04-24	2.6875
2008-04-25	2.8919
