10.10 	5.17 
10.00 	2.93 
8.60 	2.13 
8.60 	1.00 
7.30 	0.30 
6.90 	-0.87 
7.80 	-1.43 
9.10 	-1.10 
8.90 	-1.43 
7.90 	-2.17 
7.60 	-1.17 
6.70 	-0.83 
8.70 	0.10 
9.10 	0.10 
8.80 	0.27 
7.50 	0.93 
9.50 	0.67 
8.60 	1.57 
8.00 	0.80 
7.50 	-0.13 
8.90 	-0.60 
8.80 	-1.07 
9.60 	-0.77 
9.10 	-0.63 
11.10 	0.50 
9.10 	0.67 
10.00 	0.83 
10.00 	2.67 
10.60 	2.77 
11.60 	4.40 
9.80 	5.27 
8.80 	3.17 
11.10 	2.83 
11.10 	1.73 
10.80 	1.33 
12.40 	1.37 
12.50 	1.20 
13.70 	1.37 
12.20 	1.27 
12.50 	2.03 
13.80 	2.73 
15.00 	3.60 
14.30 	6.10 
13.90 	6.63 
11.50 	8.03 
10.90 	7.77 
9.50 	5.27 
7.10 	2.53 
6.40 	-0.60 
8.20 	-1.53 
10.60 	-1.27 
11.90 	0.67 
12.20 	2.20 
10.80 	2.94 
9.90 	3.46 
9.90 	4.69 
10.20 	5.07 
10.00 	5.73 
9.40 	6.27 
8.80 	4.60 
8.10 	3.76 
7.70 	2.84 
7.50 	1.91 
8.10 	2.09 
7.90 	2.43 
7.60 	2.39 
7.90 	2.76 
7.70 	2.91 
7.50 	2.27 
7.60 	2.21 
7.20 	1.97 
7.30 	1.52 
7.10 	1.19 
7.10 	1.38 
7.00 	1.74 
6.90 	1.47 
6.90 	2.11 
6.80 	2.08 
6.80 	1.68 
6.90 	2.14 
7.00 	1.42 
7.00 	1.40 
6.90 	1.60 
6.80 	1.82 
6.90 	2.14 
6.90 	1.80 
6.70 	2.28 
6.50 	2.19 
6.30 	1.84 
6.00 	2.65 
5.90 	2.88 
5.80 	4.24 
-6.90 	4.94 
3.10 	2.74 
4.80 	2.26 
6.40 	0.07 
18.70 	-0.03 
8.30 	1.10 
5.20 	0.83 
4.30 	1.77 
4.80 	1.10 
0.40 	2.23 
3.90 	2.67 
2.90 	1.83 
4.50 	1.27 
6.30 	0.10 
4.90 	-0.07 
5.20 	-0.33 
5.30 	0.00 
4.70 	0.27 
4.60 	0.50 
